,Latitude,Longitude
25887,"-32,816667","27,150000"
25888,"-30,559500","22,937500"
25889,"-30,859074","29,853843"
25890,"-29,174700","27,831100"
25891,"-20,191400","32,633400"
25892,"-28,863800","28,047900"
25893,"-25,176108","31,137755"
25894,"-31,163040","28,870557"
25895,"-27,873939","26,690719"
25896,"-30,142600","27,467400"
25897,"-31,897563","26,875329"
25898,"-30,195300","28,167600"
25899,"-32,883333","27,750000"
25900,"-29,515800","28,590200"
25901,"-28,863800","28,047900"
25902,"-31,361987","29,573285"
25903,"-30,142600","27,467400"
25904,"-33,011051","27,910049"
25905,"-31,606700","28,778100"
25906,"-29,174700","27,831100"
25907,"-30,559500","22,937500"
25908,"-32,096185","28,304888"
25909,"-30,995291","29,518219"
25910,"-30,859074","29,853843"
25911,"-30,559500","22,937500"
25912,"-31,622911","29,544772"
25913,"-24,988100","25,343000"
25914,"-26,533333","29,066667"
25915,"-28,765400","28,246800"
25916,"-31,163040","28,870557"
25917,"-27,986442","26,706612"
25918,"-32,834831","27,217424"
25919,"-29,515800","28,590200"
25920,"-29,315100","27,486900"
25921,"-29,610000","28,233600"
25922,"-31,653492","25,803656"
25923,"-32,096185","28,304888"
25924,"-32,001149","27,580451"
25925,"-30,142600","27,467400"
25926,"-30,142600","27,467400"
25927,"-33,304216","26,532760"
